key,text,location,screen,context,type,variables,notes
"campaigns.agreement.other_7","ההצעות מסומנות מראש לפי שם השדה במסמך — אשרו או שנו אותן.","src/components/projects/AgreementPanel.tsx:275","קמפיין → ההסכם","פסקת הסבר במסך","other","",""
"campaigns.agreement.other_8","{TYPE_LABELS[f.type] ?? f.type} · עמוד {f.page}","src/components/projects/AgreementPanel.tsx:282","קמפיין → ההסכם","טקסט קצר במסך","other","{TYPE_LABELS[f.type] ?? f.type} | {f.page}","placeholders must stay exactly as written"
"campaigns.agreement.aria_2","תפקיד השדה ${f.name}","src/components/projects/AgreementPanel.tsx:288","קמפיין → ההסכם","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","${f.name}","placeholders must stay exactly as written"
"campaigns.agreement.label_1","— לא ממולא אוטומטית —","src/components/projects/AgreementPanel.tsx:291","קמפיין → ההסכם","אפשרות ברשימת בחירה","label","",""
"campaigns.agreement.other_9","אותו פרט נבחר ליותר משדה אחד: {duplicates.join(', ')}.","src/components/projects/AgreementPanel.tsx:304","קמפיין → ההסכם","פסקת הסבר במסך","other","{duplicates.join(', ')}","placeholders must stay exactly as written"
"campaigns.agreement.other_10","שדות חובה שעדיין לא מופו: {missingRequired.map((m) => m.label).join(', ')}.","src/components/projects/AgreementPanel.tsx:309","קמפיין → ההסכם","פסקת הסבר במסך","other","{missingRequired.map((m) => m.label).join(', ')}","placeholders must stay exactly as written"
"campaigns.agreement.other_11","לא ימולאו אוטומטית: {missing.map((m) => m.label).join(', ')}.","src/components/projects/AgreementPanel.tsx:313","קמפיין → ההסכם","פסקת הסבר במסך","other","{missing.map((m) => m.label).join(', ')}","placeholders must stay exactly as written; same text also at: src/components/projects/AgreementPanel.tsx:352"
"campaigns.agreement.button_5","אישור המיפוי","src/components/projects/AgreementPanel.tsx:323","קמפיין → ההסכם","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","",""
"campaigns.agreement.button_6","עריכת השדות על המסמך","src/components/projects/AgreementPanel.tsx:326","קמפיין → ההסכם","קישור-פעולה","button","",""
"campaigns.agreement.other_12","{name.trim() || 'ההסכם החדש'} · {detected.length} שדות, {chosen.filter(Boolean).length} מהם ימולאו אוטומטית.","src/components/projects/AgreementPanel.tsx:340","קמפיין → ההסכם","פסקת הסבר במסך","other","{name.trim() || 'ההסכם החדש'} | {detected.length} | {chosen.filter(Boolean).length}","glossary term — keep consistent: הסכמים; placeholders must stay exactly as written"
"campaigns.agreement.other_13","ההסכם החדש","src/components/projects/AgreementPanel.tsx:340","קמפיין → ההסכם","פסקת הסבר במסך (ברירת מחדל כשאין ערך אחר)","other","","glossary term — keep consistent: הסכמים"
"campaigns.agreement.button_7","מפעיל…","src/components/projects/AgreementPanel.tsx:359","קמפיין → ההסכם","כיתוב כפתור בזמן פעולה (מצב טעינה) (אחת מגרסאות טקסט מותנות)","button","",""
"campaigns.agreement.button_8","שמור והפעל","src/components/projects/AgreementPanel.tsx:359","קמפיין → ההסכם","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","","same text also at: src/components/settings/SecuritySettingsForm.tsx:235"
"campaigns.agreement.button_9","חזרה למיפוי","src/components/projects/AgreementPanel.tsx:362","קמפיין → ההסכם","כפתור / פעולה","button","",""
"campaigns.agreement.type_labels.checkbox","תיבת סימון","src/components/projects/AgreementPanel.tsx:41","קמפיין → ההסכם","תווית שדה / פריט","label","","same text also at: src/components/projects/FormBuilder.tsx:25, src/lib/fields.ts:25"
"campaigns.agreement.heading_1","ההסכם לחתימה","src/components/projects/AgreementPanel.tsx:63","קמפיין → ההסכם","כותרת מקטע","heading","","glossary term — keep consistent: הסכמים; same text also at: src/components/projects/NewCampaignWizard.tsx:291"
"campaigns.agreement.other_1","{agreement.readyCount} שדות מוכנים למילוי אוטומטי","src/components/projects/AgreementPanel.tsx:66","קמפיין → ההסכם","טקסט קצר במסך","other","{agreement.readyCount}","placeholders must stay exactly as written"
"campaigns.agreement.other_2","חסר מיפוי לשדות חובה: {…}. יש להגדיר אותם לפני השימוש.","src/components/projects/AgreementPanel.tsx:76","קמפיין → ההסכם","פסקת הסבר במסך","other","{…}","placeholders must stay exactly as written"
"campaigns.agreement.other_3","לא זוהו שדות למילוי במסמך. יש להגדיר אותם לפני השימוש.","src/components/projects/AgreementPanel.tsx:81","קמפיין → ההסכם","פסקת הסבר במסך","other","","same text also at: src/components/projects/AgreementPanel.tsx:261"
"campaigns.agreement.button_1","החלפת הסכם","src/components/projects/AgreementPanel.tsx:92","קמפיין → ההסכם","כפתור / פעולה","button","","glossary term — keep consistent: הסכמים"
"campaigns.overview.other_1","הרשמה","src/components/projects/CampaignOverview.tsx:30","קמפיין → סקירה","טקסט במסך (ברירת מחדל כשאין ערך אחר)","other","","glossary term — keep consistent: הרשמות; same text also at: src/server/deletion/policy.ts:246, src/components/projects/LeadsPanel.tsx:262, src/components/reports/RegistrationsTable.tsx:402 (+2 more)"
"campaigns.overview.other_2","${l.data.name ?? 'הרשמה'} נרשם/ה","src/components/projects/CampaignOverview.tsx:30","קמפיין → סקירה","טקסט במסך","other","${l.data.name ?? 'הרשמה'}","glossary term — keep consistent: הרשמות; placeholders must stay exactly as written"
"campaigns.overview.other_3","${c.name}: ${c.lastSend!.status === 'signed' ? 'חתם' : c.lastSend!.status === 'viewed' ? 'צפה בהסכם' : c.lastSend!.status === 'sent' ? 'נשלח הסכם' : c.lastSend!.status}","src/components/projects/CampaignOverview.tsx:33","קמפיין → סקירה","טקסט במסך","other","${c.name} | ${c.lastSend!.status === 'signed' ? 'חתם' : c.lastSend!.status === 'viewed' ? 'צפה בהסכם' : c.lastSend!.status === 'sent' ? 'נשלח הסכם' : c.lastSend!.status}","glossary term — keep consistent: הסכמים; placeholders must stay exactly as written"
"campaigns.overview.other_4","נשלח הסכם","src/components/projects/CampaignOverview.tsx:33","קמפיין → סקירה","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: הסכמים"
"campaigns.overview.label_1","נמענים","src/components/projects/CampaignOverview.tsx:41","קמפיין → סקירה","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","","glossary term — keep consistent: נמענים; same text also at: src/components/projects/DistributionsTab.tsx:127, src/components/projects/ProjectsList.tsx:70, src/components/projects/ProjectsList.tsx:92"
"campaigns.overview.label_2","חתמו","src/components/projects/CampaignOverview.tsx:43","קמפיין → סקירה","תווית שדה / פריט","label","","same text also at: src/components/reports/ProjectReportView.tsx:193, src/server/reports/project-report.ts:153"
"campaigns.overview.button_1","הפצה חדשה","src/components/projects/CampaignOverview.tsx:51","קמפיין → סקירה","קישור-פעולה","button","","glossary term — keep consistent: הפצה; same text also at: src/components/projects/DistributionWizard.tsx:197"
"campaigns.overview.button_2","פתח עמוד","src/components/projects/CampaignOverview.tsx:56","קמפיין → סקירה","קישור-פעולה","button","","same text also at: src/components/projects/SelfServiceSettings.tsx:282"
"campaigns.overview.empty_state_1","עדיין אין פעילות. {…}","src/components/projects/CampaignOverview.tsx:81","קמפיין → סקירה","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","{…}","placeholders must stay exactly as written"
"campaigns.overview.other_5","שתפו את עמוד הקמפיין או צרו הפצה ראשונה.","src/components/projects/CampaignOverview.tsx:81","קמפיין → סקירה","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: קמפיין, הפצה"
"campaigns.overview.other_6","הוסיפו נמענים בלשונית ""קהל"" ושלחו הסכם או הפצה.","src/components/projects/CampaignOverview.tsx:81","קמפיין → סקירה","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: הפצה, נמענים, הסכמים"
"campaigns.settings.other_3","המשתמש שנבחר","src/components/projects/CampaignSettings.tsx:104","קמפיין → הגדרות","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","","same text also at: src/components/projects/SelfServiceSettings.tsx:144"
"campaigns.settings.other_4","לא נבחר","src/components/projects/CampaignSettings.tsx:104","קמפיין → הגדרות","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","","same text also at: src/components/projects/SelfServiceSettings.tsx:144"
"campaigns.settings.setting_2","אפשר הרשמות גם לאחר תאריך הסיום","src/components/projects/CampaignSettings.tsx:118","קמפיין → הגדרות","שם / תווית של הגדרה","setting","","glossary term — keep consistent: הרשמות"
"campaigns.settings.other_5","(בלי זה העמוד מציג ""ההרשמה לקמפיין הסתיימה"" מתאריך הסיום)","src/components/projects/CampaignSettings.tsx:119","קמפיין → הגדרות","טקסט קצר במסך","other","","glossary term — keep consistent: קמפיין, הרשמות"
"campaigns.settings.other_6","תוקף קישור לחתימה (ימים)","src/components/projects/CampaignSettings.tsx:123","קמפיין → הגדרות","טקסט קצר במסך","other","",""
"campaigns.settings.other_7","חל על כל הסכם שהקמפיין שולח. תזכורת או שליחה חוזרת אינן מאריכות תוקף; חידוש קישור הוא פעולה מפורשת.","src/components/projects/CampaignSettings.tsx:125","קמפיין → הגדרות","טקסט קצר במסך","other","","glossary term — keep consistent: קמפיין, הסכמים"
"campaigns.settings.other_8","הסכם ברירת מחדל לשליחה","src/components/projects/CampaignSettings.tsx:128","קמפיין → הגדרות","טקסט קצר במסך","other","","glossary term — keep consistent: הסכמים"
"campaigns.settings.setting_3","— לבחור בכל שליחה —","src/components/projects/CampaignSettings.tsx:130","קמפיין → הגדרות","שם / תווית של הגדרה","setting","",""
"campaigns.settings.button_1","שמירת הקמפיין","src/components/projects/CampaignSettings.tsx:146","קמפיין → הגדרות","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","","glossary term — keep consistent: קמפיין"
"campaigns.settings.error_1","השמירה נכשלה.","src/components/projects/CampaignSettings.tsx:66","קמפיין → הגדרות","הודעת שגיאה (ברירת מחדל כשאין ערך אחר)","error","","same text also at: src/components/projects/NotificationSettings.tsx:52, src/components/projects/ProjectSettings.tsx:119, src/components/projects/ProjectSettings.tsx:143 (+12 more)"
"campaigns.settings.success_1","הגדרות הקמפיין נשמרו.","src/components/projects/CampaignSettings.tsx:69","קמפיין → הגדרות","הודעת הצלחה אחרי פעולה","success","","glossary term — keep consistent: קמפיין"
"campaigns.settings.error_2","השמירה נכשלה. נסו שוב.","src/components/projects/CampaignSettings.tsx:72","קמפיין → הגדרות","הודעת שגיאה","error","","same text also at: src/components/projects/NotificationSettings.tsx:58, src/components/projects/ProjectSettings.tsx:152, src/components/projects/SelfServiceSettings.tsx:86 (+5 more)"
"campaigns.settings.heading_1","הקמפיין","src/components/projects/CampaignSettings.tsx:80","קמפיין → הגדרות","כותרת מקטע","heading","","glossary term — keep consistent: קמפיין"
"campaigns.settings.other_1","סוג הקמפיין","src/components/projects/CampaignSettings.tsx:83","קמפיין → הגדרות","טקסט קצר במסך","other","","glossary term — keep consistent: קמפיין"
"campaigns.settings.other_2","בעלים","src/components/projects/CampaignSettings.tsx:93","קמפיין → הגדרות","טקסט קצר במסך","other","","same text also at: src/components/projects/NewCampaignWizard.tsx:191"
"campaigns.settings.setting_1","— ללא —","src/components/projects/CampaignSettings.tsx:96","קמפיין → הגדרות","שם / תווית של הגדרה","setting","",""
"campaigns.distributions.empty_state_1","עדיין אין הפצות","src/components/projects/DistributionsTab.tsx:102","קמפיין → הפצות","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","","glossary term — keep consistent: הפצה"
"campaigns.distributions.other_2","הפצה היא שליחת SMS ו/או אימייל לקהל שבוחרים — {campaignKind === 'public' ? 'קישור לעמוד הקמפיין או ' : ''}כתובת אחרת. לקמפיין יכולות להיות כמה הפצות, או אף אחת.","src/components/projects/DistributionsTab.tsx:104","קמפיין → הפצות","פסקת הסבר במסך","other","{campaignKind === 'public' ? 'קישור לעמוד הקמפיין או ' : ''}","glossary term — keep consistent: קמפיין, הפצה; placeholders must stay exactly as written"
"campaigns.distributions.other_3","קישור לעמוד הקמפיין או ","src/components/projects/DistributionsTab.tsx:104","קמפיין → הפצות","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: קמפיין"
"campaigns.distributions.other_4","{items.length} הפצות","src/components/projects/DistributionsTab.tsx:111","קמפיין → הפצות","פסקת הסבר במסך","other","{items.length}","glossary term — keep consistent: הפצה; placeholders must stay exactly as written"
"campaigns.distributions.label_1","נכשלו","src/components/projects/DistributionsTab.tsx:129","קמפיין → הפצות","תווית בסיכום פרטים","label","",""
"campaigns.distributions.label_2","דולגו","src/components/projects/DistributionsTab.tsx:130","קמפיין → הפצות","תווית בסיכום פרטים","label","",""
"campaigns.distributions.other_5","נתוני מסירה ופתיחה מ-Inforu: הנתון עדיין לא זמין.","src/components/projects/DistributionsTab.tsx:132","קמפיין → הפצות","פסקת הסבר במסך","other","",""
"campaigns.distributions.button_3","שלח עכשיו","src/components/projects/DistributionsTab.tsx:135","קמפיין → הפצות","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","",""
"campaigns.distributions.button_4","מחק טיוטה","src/components/projects/DistributionsTab.tsx:136","קמפיין → הפצות","כפתור / פעולה","button","",""
"campaigns.distributions.error_2","טעינת ההפצות נכשלה.","src/components/projects/DistributionsTab.tsx:41","קמפיין → הפצות","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","","glossary term — keep consistent: הפצה"
"campaigns.distributions.error_3","נשלח ל-${data.stats.sent} נמענים${data.stats.failed ? `, ${data.stats.failed} נכשלו` : ''}${data.skippedRecent ? `, ${data.skippedRecent} דולגו (נשלח להם לאחרונה)` : ''}.","src/components/projects/DistributionsTab.tsx:59","קמפיין → הפצות","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","${data.stats.sent} | ${data.stats.failed ? `, ${data.stats.failed} נכשלו` : ''} | ${data.skippedRecent ? `, ${data.skippedRecent} דולגו (נשלח להם לאחרונה)` : ''}","glossary term — keep consistent: נמענים; placeholders must stay exactly as written"
"campaigns.distributions.error_4",", ${data.stats.failed} נכשלו","src/components/projects/DistributionsTab.tsx:59","קמפיין → הפצות","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה (אחת מגרסאות טקסט מותנות)","error","${data.stats.failed}","placeholders must stay exactly as written"
"campaigns.distributions.success_1",", ${data.skippedRecent} דולגו (נשלח להם לאחרונה)","src/components/projects/DistributionsTab.tsx:59","קמפיין → הפצות","הודעת הצלחה אחרי פעולה (אחת מגרסאות טקסט מותנות)","success","${data.skippedRecent}","placeholders must stay exactly as written"
"campaigns.distributions.error_5","הפעולה נכשלה. נסו שוב.","src/components/projects/DistributionsTab.tsx:62","קמפיין → הפצות","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","","same text also at: src/components/projects/LeadsPanel.tsx:60, src/components/projects/LeadsPanel.tsx:66"
"campaigns.distributions.button_1","<span>+</span>הפצה חדשה","src/components/projects/DistributionsTab.tsx:70","קמפיין → הפצות","כפתור / פעולה","button","","glossary term — keep consistent: הפצה"
"campaigns.distributions.success_2","ההפצה נשלחה.","src/components/projects/DistributionsTab.tsx:84","קמפיין → הפצות","הודעת הצלחה אחרי פעולה (אחת מגרסאות טקסט מותנות)","success","","glossary term — keep consistent: הפצה"
"campaigns.distributions.success_3","ההפצה נשמרה כטיוטה.","src/components/projects/DistributionsTab.tsx:84","קמפיין → הפצות","הודעת הצלחה אחרי פעולה (אחת מגרסאות טקסט מותנות)","success","","glossary term — keep consistent: הפצה"
"campaigns.distributions.button_2","נסו שוב","src/components/projects/DistributionsTab.tsx:94","קמפיין → הפצות","כפתור / פעולה","button","","same text also at: src/components/projects/MessagesSettings.tsx:58"
"campaigns.distributions.other_1","טוען הפצות…","src/components/projects/DistributionsTab.tsx:99","קמפיין → הפצות","טקסט במסך","other","","glossary term — keep consistent: הפצה"
"campaigns.distribution_wizard.error_1","הזינו טלפון או אימייל לבדיקה — הפרטים שלכם, לא של נמען.","src/components/projects/DistributionWizard.tsx:156","קמפיין → הפצות → אשף הפצה חדשה","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","",""
"campaigns.distribution_wizard.error_2","שליחת הבדיקה נכשלה.","src/components/projects/DistributionWizard.tsx:166","קמפיין → הפצות → אשף הפצה חדשה","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","",""
"campaigns.distribution_wizard.success_1","הודעת הבדיקה נשלחה. בדקו את הטלפון/האימייל שלכם.","src/components/projects/DistributionWizard.tsx:167","קמפיין → הפצות → אשף הפצה חדשה","הודעת הצלחה אחרי פעולה","success","",""
"campaigns.distribution_wizard.error_3","שליחת הבדיקה נכשלה. נסו שוב.","src/components/projects/DistributionWizard.tsx:169","קמפיין → הפצות → אשף הפצה חדשה","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","",""
"campaigns.distribution_wizard.aria_1","שלבים","src/components/projects/DistributionWizard.tsx:198","קמפיין → הפצות → אשף הפצה חדשה","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/projects/NewCampaignWizard.tsx:143"
"campaigns.distribution_wizard.label_1","מאיפה לבחור נמענים?","src/components/projects/DistributionWizard.tsx:210","קמפיין → הפצות → אשף הפצה חדשה","כותרת קבוצת שדות","label","","glossary term — keep consistent: נמענים; same text also at: src/components/projects/NewCampaignWizard.tsx:244"
"campaigns.distribution_wizard.other_1","מקור:","src/components/projects/DistributionWizard.tsx:219","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","","same text also at: src/components/projects/NewCampaignWizard.tsx:256"
"campaigns.distribution_wizard.other_2","רשומות CRM מסונכרנות מקומית; הבחירה לא משנה דבר ב-Fireberry.","src/components/projects/DistributionWizard.tsx:225","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","","glossary term — keep consistent: CRM"
"campaigns.distribution_wizard.placeholder_1","חיפוש לפי שם, ח.פ., טלפון או אימייל","src/components/projects/DistributionWizard.tsx:227","קמפיין → הפצות → אשף הפצה חדשה","טקסט placeholder בתוך שדה קלט ריק","placeholder","","same text also at: src/components/projects/NewCampaignWizard.tsx:264"
"campaigns.distribution_wizard.other_3","${results.length} תוצאות","src/components/projects/DistributionWizard.tsx:229","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${results.length}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.button_1","בחר את כל התוצאות","src/components/projects/DistributionWizard.tsx:230","קמפיין → הפצות → אשף הפצה חדשה","כפתור / פעולה","button","",""
"campaigns.distribution_wizard.empty_state_1","לא נמצאו רשומות.","src/components/projects/DistributionWizard.tsx:243","קמפיין → הפצות → אשף הפצה חדשה","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"campaigns.distribution_wizard.other_4","נבחרו <strong>{chosen.size}</strong> · עם טלפון {withPhone} · עם אימייל {withEmail}","src/components/projects/DistributionWizard.tsx:246","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","{chosen.size} | {withPhone} | {withEmail}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.label_2","באילו ערוצים לשלוח?","src/components/projects/DistributionWizard.tsx:253","קמפיין → הפצות → אשף הפצה חדשה","כותרת קבוצת שדות","label","",""
"campaigns.distribution_wizard.other_5","${withPhone} עם טלפון","src/components/projects/DistributionWizard.tsx:259","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${withPhone}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_6","${withEmail} עם אימייל","src/components/projects/DistributionWizard.tsx:259","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${withEmail}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_7","יגיעו ל-<strong>{reachable}</strong> מתוך {chosen.size} נמענים.{…}","src/components/projects/DistributionWizard.tsx:264","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","{reachable} | {chosen.size} | {…}","glossary term — keep consistent: נמענים; placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_8"," השאר יסומנו כ""דולגו"" — חסר להם פרט קשר לערוץ שנבחר.","src/components/projects/DistributionWizard.tsx:264","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"campaigns.distribution_wizard.label_3","מה שולחים?","src/components/projects/DistributionWizard.tsx:272","קמפיין → הפצות → אשף הפצה חדשה","כותרת קבוצת שדות","label","",""
"campaigns.distribution_wizard.other_9","לקמפיין הזה אין עמוד ציבורי.","src/components/projects/DistributionWizard.tsx:279","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: קמפיין"
"campaigns.distribution_wizard.other_10","הודעת SMS","src/components/projects/DistributionWizard.tsx:295","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","",""
"campaigns.distribution_wizard.other_11","{smsInfo.chars} תווים · {smsInfo.segments} {smsInfo.segments === 1 ? 'הודעה' : 'הודעות'} (הערכה, {smsInfo.encoding === 'ucs2' ? 'עברית' : 'לטינית'})","src/components/projects/DistributionWizard.tsx:299","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","{smsInfo.chars} | {smsInfo.segments} | {smsInfo.segments === 1 ? 'הודעה' : 'הודעות'} | {smsInfo.encoding === 'ucs2' ? 'עברית' : 'לטינית'}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_12","הודעה","src/components/projects/DistributionWizard.tsx:299","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","","same text also at: src/components/projects/MessagesSettings.tsx:155"
"campaigns.distribution_wizard.other_13","עברית","src/components/projects/DistributionWizard.tsx:299","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"campaigns.distribution_wizard.other_14","לטינית","src/components/projects/DistributionWizard.tsx:299","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"campaigns.distribution_wizard.other_15","חסר {{campaign_url}}","src/components/projects/DistributionWizard.tsx:300","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","{{campaign_url}}",""
"campaigns.distribution_wizard.other_16","נושא האימייל","src/components/projects/DistributionWizard.tsx:312","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","",""
"campaigns.distribution_wizard.other_17","גוף האימייל","src/components/projects/DistributionWizard.tsx:316","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","",""
"campaigns.distribution_wizard.other_18","טקסט הכפתור","src/components/projects/DistributionWizard.tsx:325","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","","same text also at: src/components/projects/MessagesSettings.tsx:171"
"campaigns.distribution_wizard.other_19","הכפתור מוביל אל: <span>{targetUrl || '—'}</span>","src/components/projects/DistributionWizard.tsx:328","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","{targetUrl || '—'}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_20","שם ההפצה <span>*</span>","src/components/projects/DistributionWizard.tsx:337","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","","glossary term — keep consistent: הפצה"
"campaigns.distribution_wizard.placeholder_2","למשל: הזמנה ראשונה לספקים","src/components/projects/DistributionWizard.tsx:338","קמפיין → הפצות → אשף הפצה חדשה","טקסט placeholder בתוך שדה קלט ריק","placeholder","","glossary term — keep consistent: ספקים"
"campaigns.distribution_wizard.label_4","מתי?","src/components/projects/DistributionWizard.tsx:341","קמפיין → הפצות → אשף הפצה חדשה","כותרת קבוצת שדות","label","",""
"campaigns.distribution_wizard.other_21","לשלוח עכשיו, מיד אחרי הבדיקה","src/components/projects/DistributionWizard.tsx:345","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","",""
"campaigns.distribution_wizard.other_22","לשמור כטיוטה ולשלוח מאוחר יותר מרשימת ההפצות","src/components/projects/DistributionWizard.tsx:349","קמפיין → הפצות → אשף הפצה חדשה","טקסט קצר במסך","other","","glossary term — keep consistent: הפצה"
"campaigns.distribution_wizard.other_23","נמען שקיבל מאיתנו הודעה ב-{MIN_HOURS_BETWEEN_SENDS} השעות האחרונות ידולג, אלא אם מנהל יאשר אחרת בשלב הבא.","src/components/projects/DistributionWizard.tsx:353","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","{MIN_HOURS_BETWEEN_SENDS}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.other_24","{chosen.size} {audienceKind === 'supplier' ? 'ספקים' : 'לקוחות'} · יגיעו ל-{reachable}","src/components/projects/DistributionWizard.tsx:361","קמפיין → הפצות → אשף הפצה חדשה","טקסט במסך","other","{chosen.size} | {audienceKind === 'supplier' ? 'ספקים' : 'לקוחות'} | {reachable}","glossary term — keep consistent: ספקים, לקוחות; placeholders must stay exactly as written"
"campaigns.distribution_wizard.label_5","מתי","src/components/projects/DistributionWizard.tsx:364","קמפיין → הפצות → אשף הפצה חדשה","תווית בסיכום פרטים","label","",""
"campaigns.distribution_wizard.other_25","עכשיו","src/components/projects/DistributionWizard.tsx:364","קמפיין → הפצות → אשף הפצה חדשה","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","",""
"campaigns.distribution_wizard.other_26","אימייל · {email.subject}","src/components/projects/DistributionWizard.tsx:367","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","{email.subject}","placeholders must stay exactly as written"
"campaigns.distribution_wizard.label_6","שליחת בדיקה אליכם","src/components/projects/DistributionWizard.tsx:369","קמפיין → הפצות → אשף הפצה חדשה","כותרת קבוצת שדות","label","","same text also at: src/components/projects/MessagesSettings.tsx:182"
"campaigns.distribution_wizard.aria_2","טלפון לבדיקה","src/components/projects/DistributionWizard.tsx:371","קמפיין → הפצות → אשף הפצה חדשה","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/projects/MessagesSettings.tsx:184"
"campaigns.distribution_wizard.placeholder_3","הטלפון שלכם","src/components/projects/DistributionWizard.tsx:371","קמפיין → הפצות → אשף הפצה חדשה","טקסט placeholder בתוך שדה קלט ריק","placeholder","","same text also at: src/components/projects/MessagesSettings.tsx:184"
"campaigns.distribution_wizard.aria_3","אימייל לבדיקה","src/components/projects/DistributionWizard.tsx:372","קמפיין → הפצות → אשף הפצה חדשה","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/projects/MessagesSettings.tsx:185"
"campaigns.distribution_wizard.placeholder_4","האימייל שלכם","src/components/projects/DistributionWizard.tsx:372","קמפיין → הפצות → אשף הפצה חדשה","טקסט placeholder בתוך שדה קלט ריק","placeholder","","same text also at: src/components/projects/MessagesSettings.tsx:185"
"campaigns.distribution_wizard.button_2","שולח בדיקה…","src/components/projects/DistributionWizard.tsx:374","קמפיין → הפצות → אשף הפצה חדשה","כיתוב כפתור בזמן פעולה (מצב טעינה) (אחת מגרסאות טקסט מותנות)","button","",""
"campaigns.distribution_wizard.button_3","שלח בדיקה","src/components/projects/DistributionWizard.tsx:374","קמפיין → הפצות → אשף הפצה חדשה","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","","same text also at: src/components/projects/MessagesSettings.tsx:187"
"campaigns.distribution_wizard.other_27","הבדיקה נשלחת רק לפרטים שהזנתם כאן ומסומנת כבדיקה. הקהל לא מקבל דבר.","src/components/projects/DistributionWizard.tsx:375","קמפיין → הפצות → אשף הפצה חדשה","פסקת הסבר במסך","other","",""
